Probe Name,hsa-let-7a-5p,hsa-let-7b-5p,hsa-let-7c-5p,hsa-let-7d-5p,hsa-let-7e-5p,hsa-let-7f-5p,hsa-let-7g-5p,hsa-let-7i-5p,hsa-miR-1-3p,hsa-miR-1-5p,hsa-miR-100-5p,hsa-miR-101-3p,hsa-miR-103a-3p,hsa-miR-105-5p,hsa-miR-106a-5p+hsa-miR-17-5p,hsa-miR-106b-5p,hsa-miR-107,hsa-miR-10a-5p,hsa-miR-10b-5p,hsa-miR-1178-3p,hsa-miR-1180-3p,hsa-miR-1183,hsa-miR-1185-1-3p,hsa-miR-1185-2-3p,hsa-miR-1185-5p,hsa-miR-1193,hsa-miR-1197,hsa-miR-1200,hsa-miR-1202,hsa-miR-1203,hsa-miR-1204,hsa-miR-1205,hsa-miR-1206,hsa-miR-122-5p,hsa-miR-1224-3p,hsa-miR-1224-5p,hsa-miR-1226-3p,hsa-miR-1228-3p,hsa-miR-1233-3p,hsa-miR-1234-3p,hsa-miR-1236-3p,hsa-miR-124-3p,hsa-miR-1244,hsa-miR-1245a,hsa-miR-1245b-3p,hsa-miR-1245b-5p,hsa-miR-1246,hsa-miR-1247-5p,hsa-miR-1248,hsa-miR-1249-3p,hsa-miR-1249-5p,hsa-miR-1250-5p,hsa-miR-1252-5p,hsa-miR-1253,hsa-miR-1254,hsa-miR-1255a,hsa-miR-1255b-5p,hsa-miR-1257,hsa-miR-1258,hsa-miR-125a-3p,hsa-miR-125a-5p,hsa-miR-125b-5p,hsa-miR-126-3p,hsa-miR-1260a,hsa-miR-1260b,hsa-miR-1261,hsa-miR-1262,hsa-miR-1264,hsa-miR-1266-5p,hsa-miR-1268a,hsa-miR-1268b,hsa-miR-1269a,hsa-miR-1269b,hsa-miR-127-3p,hsa-miR-127-5p,hsa-miR-1270,hsa-miR-1271-3p,hsa-miR-1271-5p,hsa-miR-1272,hsa-miR-1273c,hsa-miR-1275,hsa-miR-1276,hsa-miR-1277-3p,hsa-miR-1278,hsa-miR-1279,hsa-miR-128-1-5p,hsa-miR-128-2-5p,hsa-miR-128-3p,hsa-miR-1281,hsa-miR-1283,hsa-miR-1285-3p,hsa-miR-1285-5p,hsa-miR-1286,hsa-miR-1287-3p,hsa-miR-1287-5p,hsa-miR-1288-3p,hsa-miR-1289,hsa-miR-129-2-3p,hsa-miR-129-5p,hsa-miR-1290,hsa-miR-1291,hsa-miR-1293,hsa-miR-1295a,hsa-miR-1296-3p,hsa-miR-1296-5p,hsa-miR-1297,hsa-miR-1298-5p,hsa-miR-1299,hsa-miR-1301-3p,hsa-miR-1302,hsa-miR-1303,hsa-miR-1304-3p,hsa-miR-1304-5p,hsa-miR-1305,hsa-miR-1306-3p,hsa-miR-1306-5p,hsa-miR-1307-3p,hsa-miR-1307-5p,hsa-miR-130a-3p,hsa-miR-130b-3p,hsa-miR-132-3p,hsa-miR-1322,hsa-miR-1323,hsa-miR-133a-3p,hsa-miR-133a-5p,hsa-miR-133b,hsa-miR-134-3p,hsa-miR-134-5p+hsa-miR-6728-5p,hsa-miR-135a-5p,hsa-miR-135b-5p,hsa-miR-136-5p,hsa-miR-137,hsa-miR-138-5p,hsa-miR-139-3p,hsa-miR-139-5p,hsa-miR-140-3p,hsa-miR-140-5p,hsa-miR-141-3p,hsa-miR-142-3p,hsa-miR-142-5p,hsa-miR-143-3p,hsa-miR-144-3p,hsa-miR-145-5p,hsa-miR-1469,hsa-miR-146a-5p,hsa-miR-146b-3p,hsa-miR-146b-5p,hsa-miR-147a,hsa-miR-147b,hsa-miR-148a-3p,hsa-miR-148b-3p,hsa-miR-149-5p,hsa-miR-150-5p,hsa-miR-151a-3p,hsa-miR-151a-5p,hsa-miR-151b,hsa-miR-152-3p,hsa-miR-152-5p,hsa-miR-153-3p,hsa-miR-1537-3p,hsa-miR-154-5p,hsa-miR-155-5p,hsa-miR-15a-5p,hsa-miR-15b-5p,hsa-miR-16-5p,hsa-miR-181a-2-3p,hsa-miR-181a-3p,hsa-miR-181a-5p,hsa-miR-181b-2-3p,hsa-miR-181b-5p+hsa-miR-181d-5p,hsa-miR-181c-5p,hsa-miR-181d-3p,hsa-miR-182-3p,hsa-miR-182-5p,hsa-miR-1827,hsa-miR-183-5p,hsa-miR-184,hsa-miR-185-5p,hsa-miR-186-5p,hsa-miR-187-3p,hsa-miR-188-3p,hsa-miR-188-5p,hsa-miR-18a-5p,hsa-miR-18b-5p,hsa-miR-1908-3p,hsa-miR-1908-5p,hsa-miR-1909-3p,hsa-miR-190a-3p,hsa-miR-190a-5p,hsa-miR-190b,hsa-miR-191-5p,hsa-miR-1910-3p,hsa-miR-1910-5p,hsa-miR-1915-3p,hsa-miR-192-5p,hsa-miR-193a-3p,hsa-miR-193a-5p+hsa-miR-193b-5p,hsa-miR-193b-3p,hsa-miR-194-5p,hsa-miR-195-5p,hsa-miR-196a-3p,hsa-miR-196a-5p,hsa-miR-196b-5p,hsa-miR-197-3p,hsa-miR-197-5p,hsa-miR-1972,hsa-miR-1973,hsa-miR-1976,hsa-miR-198,hsa-miR-199a-3p+hsa-miR-199b-3p,hsa-miR-199a-5p,hsa-miR-199b-5p,hsa-miR-19a-3p,hsa-miR-19b-3p,hsa-miR-200a-3p,hsa-miR-200b-3p,hsa-miR-200c-3p,hsa-miR-202-3p,hsa-miR-203a-3p,hsa-miR-203a-5p,hsa-miR-204-5p,hsa-miR-205-5p,hsa-miR-2053,hsa-miR-206,hsa-miR-208a-3p,hsa-miR-208b-3p,hsa-miR-208b-5p,hsa-miR-20a-5p+hsa-miR-20b-5p,hsa-miR-21-5p,hsa-miR-210-3p,hsa-miR-210-5p,hsa-miR-211-3p,hsa-miR-211-5p,hsa-miR-2110,hsa-miR-2113,hsa-miR-2116-5p,hsa-miR-2117,hsa-miR-212-3p,hsa-miR-214-3p,hsa-miR-215-5p,hsa-miR-216a-5p,hsa-miR-216b-5p,hsa-miR-217,hsa-miR-218-5p,hsa-miR-219a-1-3p,hsa-miR-219a-2-3p,hsa-miR-219a-5p,hsa-miR-219b-3p,hsa-miR-22-3p,hsa-miR-221-3p,hsa-miR-221-5p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-224-5p,hsa-miR-2278,hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c,hsa-miR-24-3p,hsa-miR-25-3p,hsa-miR-25-5p,hsa-miR-2682-5p,hsa-miR-26a-5p,hsa-miR-26b-5p,hsa-miR-27a-3p,hsa-miR-27b-3p,hsa-miR-28-3p,hsa-miR-28-5p,hsa-miR-296-3p,hsa-miR-296-5p,hsa-miR-297,hsa-miR-298,hsa-miR-299-3p,hsa-miR-299-5p,hsa-miR-29a-3p,hsa-miR-29b-3p,hsa-miR-29c-3p,hsa-miR-300,hsa-miR-301a-3p,hsa-miR-301a-5p,hsa-miR-301b-3p,hsa-miR-301b-5p,hsa-miR-302a-3p,hsa-miR-302a-5p,hsa-miR-302b-3p,hsa-miR-302c-3p,hsa-miR-302d-3p,hsa-miR-302e,hsa-miR-302f,hsa-miR-3065-3p,hsa-miR-3065-5p,hsa-miR-3074-3p,hsa-miR-30a-3p,hsa-miR-30a-5p,hsa-miR-30b-5p,hsa-miR-30c-5p,hsa-miR-30d-5p,hsa-miR-30e-3p,hsa-miR-30e-5p,hsa-miR-31-5p,hsa-miR-3127-5p,hsa-miR-3130-3p,hsa-miR-3131,hsa-miR-3136-5p,hsa-miR-3140-3p,hsa-miR-3140-5p,hsa-miR-3144-3p,hsa-miR-3144-5p,hsa-miR-3147,hsa-miR-3150b-3p,hsa-miR-3151-5p,hsa-miR-3158-3p,hsa-miR-3161,hsa-miR-3164,hsa-miR-3168,hsa-miR-3179,hsa-miR-3180,hsa-miR-3180-3p,hsa-miR-3180-5p,hsa-miR-3182,hsa-miR-3185,hsa-miR-3190-3p,hsa-miR-3192-5p,hsa-miR-3195,hsa-miR-3196,hsa-miR-32-5p,hsa-miR-3202,hsa-miR-320a,hsa-miR-320b,hsa-miR-320c,hsa-miR-320d,hsa-miR-320e,hsa-miR-323a-3p,hsa-miR-323a-5p,hsa-miR-323b-3p,hsa-miR-323b-5p,hsa-miR-324-3p,hsa-miR-324-5p,hsa-miR-325,hsa-miR-326,hsa-miR-328-3p,hsa-miR-328-5p,hsa-miR-329-3p,hsa-miR-329-5p,hsa-miR-330-3p,hsa-miR-330-5p,hsa-miR-331-3p,hsa-miR-331-5p,hsa-miR-335-5p,hsa-miR-337-3p,hsa-miR-337-5p,hsa-miR-338-5p,hsa-miR-339-3p,hsa-miR-339-5p,hsa-miR-33a-5p,hsa-miR-33b-5p,hsa-miR-340-5p,hsa-miR-342-3p,hsa-miR-342-5p,hsa-miR-345-3p,hsa-miR-345-5p,hsa-miR-346,hsa-miR-34a-5p,hsa-miR-34b-3p,hsa-miR-34c-3p,hsa-miR-34c-5p,hsa-miR-3605-3p,hsa-miR-3605-5p,hsa-miR-361-3p,hsa-miR-361-5p,hsa-miR-3613-3p,hsa-miR-3613-5p,hsa-miR-3614-3p,hsa-miR-3614-5p,hsa-miR-3615,hsa-miR-362-3p,hsa-miR-362-5p,hsa-miR-363-3p,hsa-miR-363-5p,hsa-miR-365a-3p+hsa-miR-365b-3p,hsa-miR-365b-5p,hsa-miR-367-3p,hsa-miR-369-3p,hsa-miR-369-5p,hsa-miR-3690,hsa-miR-370-3p,hsa-miR-370-5p,hsa-miR-371a-5p,hsa-miR-371b-5p,hsa-miR-372-3p,hsa-miR-373-3p,hsa-miR-374a-3p,hsa-miR-374a-5p,hsa-miR-374b-5p,hsa-miR-374c-5p,hsa-miR-375,hsa-miR-376a-2-5p,hsa-miR-376a-3p,hsa-miR-376b-3p,hsa-miR-376c-3p,hsa-miR-376c-5p,hsa-miR-377-3p,hsa-miR-378b,hsa-miR-378c,hsa-miR-378d,hsa-miR-378e,hsa-miR-378f,hsa-miR-378g,hsa-miR-378h,hsa-miR-378i,hsa-miR-379-5p,hsa-miR-380-3p,hsa-miR-381-3p,hsa-miR-381-5p,hsa-miR-382-3p,hsa-miR-382-5p,hsa-miR-383-5p,hsa-miR-384,hsa-miR-3916,hsa-miR-3918,hsa-miR-3928-3p,hsa-miR-3934-5p,hsa-miR-409-3p,hsa-miR-409-5p,hsa-miR-410-3p,hsa-miR-411-5p,hsa-miR-412-3p,hsa-miR-421,hsa-miR-422a,hsa-miR-423-3p,hsa-miR-423-5p,hsa-miR-424-5p,hsa-miR-425-5p,hsa-miR-4284,hsa-miR-4286,hsa-miR-429,hsa-miR-431-5p,hsa-miR-432-5p,hsa-miR-433-3p,hsa-miR-433-5p,hsa-miR-4421,hsa-miR-4425,hsa-miR-4431,hsa-miR-4435,hsa-miR-4443,hsa-miR-4448,hsa-miR-4451,hsa-miR-4454+hsa-miR-7975,hsa-miR-4455,hsa-miR-4458,hsa-miR-4461,hsa-miR-448,hsa-miR-4485-3p,hsa-miR-4488,hsa-miR-449a,hsa-miR-449b-5p,hsa-miR-449c-5p,hsa-miR-450a-1-3p,hsa-miR-450a-2-3p,hsa-miR-450a-5p,hsa-miR-450b-3p,hsa-miR-450b-5p,hsa-miR-4516,hsa-miR-451a,hsa-miR-452-5p,hsa-miR-4521,hsa-miR-4524a-5p,hsa-miR-4531,hsa-miR-4532,hsa-miR-4536-3p,hsa-miR-4536-5p,hsa-miR-454-3p,hsa-miR-455-3p,hsa-miR-455-5p,hsa-miR-4647,hsa-miR-4707-3p,hsa-miR-4707-5p,hsa-miR-4741,hsa-miR-4755-5p,hsa-miR-4787-3p,hsa-miR-4787-5p,hsa-miR-4792,hsa-miR-483-3p,hsa-miR-483-5p,hsa-miR-484,hsa-miR-485-3p,hsa-miR-485-5p,hsa-miR-486-3p,hsa-miR-487a-3p,hsa-miR-487b-3p,hsa-miR-487b-5p,hsa-miR-488-3p,hsa-miR-489-3p,hsa-miR-490-3p,hsa-miR-490-5p,hsa-miR-491-3p,hsa-miR-491-5p,hsa-miR-492,hsa-miR-493-3p,hsa-miR-494-3p,hsa-miR-494-5p,hsa-miR-495-3p,hsa-miR-495-5p,hsa-miR-496,hsa-miR-497-5p,hsa-miR-498,hsa-miR-499a-3p,hsa-miR-499a-5p,hsa-miR-499b-3p,hsa-miR-499b-5p,hsa-miR-5001-3p,hsa-miR-5001-5p,hsa-miR-500a-5p+hsa-miR-501-5p,hsa-miR-501-3p,hsa-miR-5010-3p,hsa-miR-5010-5p,hsa-miR-502-3p,hsa-miR-502-5p,hsa-miR-503-3p,hsa-miR-503-5p,hsa-miR-504-3p,hsa-miR-504-5p,hsa-miR-505-3p,hsa-miR-506-3p,hsa-miR-506-5p,hsa-miR-507,hsa-miR-508-3p,hsa-miR-508-5p,hsa-miR-509-3-5p,hsa-miR-509-3p,hsa-miR-509-5p,hsa-miR-510-3p,hsa-miR-510-5p,hsa-miR-511-5p,hsa-miR-512-3p,hsa-miR-512-5p,hsa-miR-513a-3p,hsa-miR-513a-5p,hsa-miR-513b-5p,hsa-miR-513c-3p,hsa-miR-513c-5p,hsa-miR-514a-3p,hsa-miR-514a-5p,hsa-miR-514b-3p,hsa-miR-514b-5p,hsa-miR-515-3p,hsa-miR-515-5p,hsa-miR-516a-3p+hsa-miR-516b-3p,hsa-miR-516a-5p,hsa-miR-516b-5p,hsa-miR-517a-3p,hsa-miR-517b-3p,hsa-miR-517c-3p+hsa-miR-519a-3p,hsa-miR-518b,hsa-miR-518c-3p,hsa-miR-518d-3p,hsa-miR-518e-3p,hsa-miR-518f-3p,hsa-miR-5196-3p+hsa-miR-6732-3p,hsa-miR-5196-5p,hsa-miR-519b-3p,hsa-miR-519b-5p+hsa-miR-519c-5p+hsa-miR-523-5p+hsa-miR-518e-5p+hsa-miR-522-5p+hsa-miR-519a-5p,hsa-miR-519c-3p,hsa-miR-519d-3p,hsa-miR-519e-3p,hsa-miR-520a-3p,hsa-miR-520a-5p,hsa-miR-520b,hsa-miR-520c-3p,hsa-miR-520d-3p,hsa-miR-520d-5p+hsa-miR-527+hsa-miR-518a-5p,hsa-miR-520e,hsa-miR-520f-3p,hsa-miR-520g-3p,hsa-miR-520h,hsa-miR-521,hsa-miR-522-3p,hsa-miR-523-3p,hsa-miR-524-3p,hsa-miR-525-3p,hsa-miR-525-5p,hsa-miR-526a+hsa-miR-518c-5p+hsa-miR-518d-5p,hsa-miR-526b-5p,hsa-miR-532-3p,hsa-miR-532-5p,hsa-miR-539-3p,hsa-miR-539-5p,hsa-miR-541-3p,hsa-miR-542-3p,hsa-miR-542-5p,hsa-miR-543,hsa-miR-544a,hsa-miR-545-3p,hsa-miR-548a-3p,hsa-miR-548a-5p,hsa-miR-548aa+hsa-miR-548t-3p,hsa-miR-548ad-3p,hsa-miR-548ah-5p,hsa-miR-548ai+hsa-miR-570-5p,hsa-miR-548ak,hsa-miR-548al,hsa-miR-548ar-3p,hsa-miR-548ar-5p,hsa-miR-548b-3p,hsa-miR-548c-5p+hsa-miR-548o-5p+hsa-miR-548am-5p,hsa-miR-548d-3p,hsa-miR-548d-5p,hsa-miR-548e-3p,hsa-miR-548e-5p,hsa-miR-548g-3p,hsa-miR-548h-5p,hsa-miR-548i,hsa-miR-548j-3p,hsa-miR-548j-5p,hsa-miR-548k,hsa-miR-548l,hsa-miR-548m,hsa-miR-548n,hsa-miR-548o-3p+hsa-miR-548ah-3p+hsa-miR-548av-3p,hsa-miR-548q,hsa-miR-548v,hsa-miR-548y,hsa-miR-548z+hsa-miR-548h-3p,hsa-miR-549a,hsa-miR-550a-5p,hsa-miR-551a,hsa-miR-551b-3p,hsa-miR-552-3p,hsa-miR-553,hsa-miR-554,hsa-miR-555,hsa-miR-556-3p,hsa-miR-556-5p,hsa-miR-561-3p,hsa-miR-561-5p,hsa-miR-562,hsa-miR-563,hsa-miR-564,hsa-miR-566,hsa-miR-567,hsa-miR-568,hsa-miR-570-3p,hsa-miR-571,hsa-miR-572,hsa-miR-573,hsa-miR-574-3p,hsa-miR-574-5p,hsa-miR-575,hsa-miR-576-3p,hsa-miR-576-5p,hsa-miR-577,hsa-miR-578,hsa-miR-579-3p,hsa-miR-579-5p,hsa-miR-580-3p,hsa-miR-582-3p,hsa-miR-582-5p,hsa-miR-584-3p,hsa-miR-584-5p,hsa-miR-585-3p,hsa-miR-587,hsa-miR-589-5p,hsa-miR-590-3p,hsa-miR-590-5p,hsa-miR-591,hsa-miR-592,hsa-miR-593-3p,hsa-miR-595,hsa-miR-596,hsa-miR-597-5p,hsa-miR-598-3p,hsa-miR-599,hsa-miR-600,hsa-miR-601,hsa-miR-603,hsa-miR-604,hsa-miR-605-5p,hsa-miR-606,hsa-miR-607,hsa-miR-608,hsa-miR-610,hsa-miR-612,hsa-miR-613,hsa-miR-614,hsa-miR-615-3p,hsa-miR-615-5p,hsa-miR-616-3p,hsa-miR-617,hsa-miR-619-3p,hsa-miR-620,hsa-miR-624-3p,hsa-miR-625-5p,hsa-miR-626,hsa-miR-627-3p,hsa-miR-627-5p,hsa-miR-628-3p,hsa-miR-628-5p,hsa-miR-629-5p,hsa-miR-630,hsa-miR-631,hsa-miR-637,hsa-miR-638,hsa-miR-639,hsa-miR-640,hsa-miR-641,hsa-miR-642a-3p,hsa-miR-642a-5p,hsa-miR-643,hsa-miR-644a,hsa-miR-648,hsa-miR-649,hsa-miR-650,hsa-miR-6503-3p,hsa-miR-6503-5p,hsa-miR-651-3p,hsa-miR-651-5p,hsa-miR-6511a-3p,hsa-miR-6511a-5p,hsa-miR-652-3p,hsa-miR-652-5p,hsa-miR-654-3p,hsa-miR-654-5p,hsa-miR-655-3p,hsa-miR-656-3p,hsa-miR-660-3p,hsa-miR-660-5p,hsa-miR-661,hsa-miR-663a,hsa-miR-664a-3p,hsa-miR-664b-3p,hsa-miR-664b-5p,hsa-miR-665,hsa-miR-671-3p,hsa-miR-671-5p,hsa-miR-6720-3p,hsa-miR-6721-5p,hsa-miR-6724-5p,hsa-miR-675-5p,hsa-miR-7-5p,hsa-miR-708-5p,hsa-miR-744-5p,hsa-miR-758-3p+hsa-miR-411-3p,hsa-miR-758-5p,hsa-miR-760,hsa-miR-761,hsa-miR-764,hsa-miR-765,hsa-miR-766-3p,hsa-miR-766-5p,hsa-miR-767-3p,hsa-miR-767-5p,hsa-miR-769-3p,hsa-miR-769-5p,hsa-miR-770-5p,hsa-miR-802,hsa-miR-873-3p,hsa-miR-873-5p,hsa-miR-874-3p,hsa-miR-874-5p,hsa-miR-875-3p,hsa-miR-876-3p,hsa-miR-876-5p,hsa-miR-877-5p,hsa-miR-885-3p,hsa-miR-885-5p,hsa-miR-887-3p,hsa-miR-887-5p,hsa-miR-888-5p,hsa-miR-889-3p,hsa-miR-890,hsa-miR-891a-5p,hsa-miR-891b,hsa-miR-892a,hsa-miR-892b,hsa-miR-9-5p,hsa-miR-922,hsa-miR-924,hsa-miR-92a-1-5p,hsa-miR-92a-3p,hsa-miR-92b-3p,hsa-miR-93-5p,hsa-miR-933,hsa-miR-934,hsa-miR-935,hsa-miR-936,hsa-miR-937-3p,hsa-miR-939-5p,hsa-miR-940,hsa-miR-941,hsa-miR-942-3p,hsa-miR-942-5p,hsa-miR-944,hsa-miR-95-3p,hsa-miR-96-5p,hsa-miR-98-3p,hsa-miR-98-5p,hsa-miR-99a-5p,hsa-miR-99b-5p
NS122pre,1.59,14.37,11.19,6.41,1.59,1.59,4.82,23.91,1.59,1.59,1.59,1.59,1.59,1.64,1.59,1.59,1.59,6.41,12.78,1.59,6.41,3.23,1.59,1.59,1.64,1.59,6.41,1.59,9.59,1.64,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,4.82,4.82,1.59,9.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,6.41,1.59,1.59,1.59,1.59,1.59,1.59,12.78,11.19,1.59,14.37,20.73,1.59,1.59,1.59,1.64,3.23,1.59,1.59,4.82,3.23,1.59,19.14,1.59,1.59,1.59,1.59,1.59,1.64,1.59,1.59,6.41,1.59,14.37,1.59,1.59,1.59,1.59,1.59,15.96,4.82,1.59,1.59,9.59,1.59,1.59,4.82,1.59,3.23,1.59,1.59,1.59,1.59,1.59,1.59,1.59,3.23,1.59,1.59,1.59,1.59,1.59,1.59,1.64,1.59,8,3.23,1.59,1.59,1.59,4.82,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,3.23,1.59,1.64,8,1.59,4.82,1.59,1.59,33.46,1.59,1.59,11.19,1.64,1.59,15.96,1.59,1.59,4.82,1.59,1.64,1.59,4.82,1.64,1.59,1.59,1.59,1.59,1.59,15.96,1.59,1.59,28.68,1.59,11.19,33.46,11.19,4.82,3.23,6.41,1.59,1.59,1.59,1.59,1.59,9.59,8,1.64,20.73,1.59,1.59,1.59,25.5,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,22.32,1.59,1.59,1.59,33.46,1.59,1.59,1.59,1.59,1.59,3.23,1.64,1.59,1.59,1.59,3.23,1.59,1.59,1.59,52.55,1.59,1.59,1.59,1.59,11.19,1.59,6.41,1.59,1.59,6.41,1.59,1.59,1.59,11.19,1.59,8,1.59,1.59,19.14,1.59,1.64,1.59,12.78,1.59,1.59,1.59,1.59,15.96,1.59,1.59,8,14.37,25.5,1.59,1.59,1.64,1.59,1.59,1.59,3.23,1.59,1.59,132.09,1.59,1.59,33.46,1.59,1.59,1.59,1.59,1.59,15.96,1.59,1.59,1.59,1.59,9.59,28.68,1.59,1.59,1.59,1.59,1.59,1.59,14.37,1.59,3.23,1.59,1.59,1.59,1.59,3.23,1.59,1.59,4.82,1.59,1.59,9.59,1.59,1.59,1.59,1.59,1.59,1.59,22.32,3.23,1.59,3.23,8,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,6.41,1.59,1.59,1.59,1.59,1.59,1.59,1.59,8,14.37,1.59,1.59,1.59,1.59,1.59,1.59,1.59,6.41,1.59,1.59,1.59,1.59,1.59,567.98,6.41,1.59,1.59,1.59,1.59,1.59,9.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,14.37,1.59,1.64,1.59,1.59,1.59,1.64,1.59,1.59,1.59,1.59,1.64,1.59,8,12.78,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.64,1.59,1.59,9.59,1.59,1.59,1.64,1.59,1.59,3.23,1.59,27.09,1.59,4.82,1.59,1.59,36.64,1.59,12.78,1.59,1.59,31.87,1.59,1.59,1.59,1.59,1.59,1.59,9.59,1.59,8,1.59,1.59,3.23,9.59,1.59,8,1.59,3.23,6.41,1.59,3.23,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,17.55,14.37,19.14,1.59,1.59,1.59,1.59,8,1.59,1.59,8,1.59,1.59,1.59,1.59,1.59,1.59,12.78,19.14,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.64,3.23,1.59,1.59,6.41,14.37,1.64,20.73,1134.32,1.59,15.96,1.59,11.19,1.59,1.59,1.59,4.82,1.59,1.59,1.59,1.59,1.59,6.41,9.59,1.59,1.64,1.59,8,1.59,4.82,1.59,1.59,1.59,1.59,1.59,1.59,1.59,4.82,1.59,1.59,1.64,1.59,1.59,1.59,1.59,1.59,9.59,1.59,1.59,8,1.59,15.96,9.59,8,1.59,1.59,3.23,1.59,1.59,1.64,1.59,3.23,1.59,1.59,1.59,1.59,1.59,1.59,9.59,1.59,1.59,1.59,1.59,9.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,4.82,31.87,171.86,1.59,6.41,1.59,1.59,1.59,1.59,17.55,1.59,4.82,1.59,1.59,9.59,1.59,17.55,1.59,1.59,1.59,1.59,14.37,1.59,1.59,1.59,19.14,4.82,11.19,1.59,1.59,19.14,1.59,31.87,1.64,1.59,1.59,1581.35,9.59,9.59,1.59,1.64,1.59,1.59,1.59,1.59,28.68,3.23,1.59,1.59,1.59,1.59,1.59,1.59,17.55,1.59,1.59,1.59,1.59,1.59,1.59,1.59,28.68,4.82,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,3.23,1.59,3.23,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,9.59,1.59,1.64,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,3.23,1.59,1.59,23.91,1.59,1.59,1.59,1.59,3.23,1.59,1.59,1.59,1.59,15.96,1.59,1.59,17.55,1.59,1.59,1.59,1.59,3.23,3.23,3.23,1.64,14.37,19.14,1.59,1.59,15.96,1.59,1.59,17.55,1.59,1.59,3.23,8,1.59,1.59,1.59,1.59,1.59,6.41,1.59,1.64,9.59,1.59,81.18,1.59,1.59,1.59,1.59,4.82,1.59,1.59,6.41,1.59,1.59,4.82,1.59,1.59,1.64,1.59,1.59,15.96,1.59,1.59,1.59,1.59,6.41,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,3.23,1.59,1.59,1.59,1.59,1.59,9.59,1.59,1.59,1.59,1.59,1.59,1.59,3.23,1.59,1.59,12.78,1.59,1.59,1.59,9.59,8,8,1.59,1.59,1.59,11.19,1.59,1.59,8,1.59,4.82,1.59,1.59,1.59,1.59,1.64,1.59,1.59,3.23,11.19,1.59,1.64,1.59,1.59,1.59,1.59,8,1.64,1.59,1.59,1.59,3.23,3.23,6.41,1.64,20.73,1.59,1.59,1.59,6.41,1.59,1.59,1.59,1.64,1.59,4.82,1.59,1.59,1.64,1.59,1.64,1.59,1.59,1.59,1.59,1.59,1.59,4.82,1.59,1.59,1.59,1.59
